reviews,n_course_id
"The worst course I took. I couldn't believe the course is provided by IBM. The slide is completely unclear and there are some small mistakes in that. And the final project is aimless, I don't know why you come up with such a project for the beginner. Anyway, I'm so disappointed with IBM and this course. ",47
"I had a lot of problems with the Peer Assignment, which had nothing to do with Python Programming. The Watson environment has changed a lot compared to the learning materials.I should not recommend this Specialization, because of the difficulties with the Watson environment. I am willing to help solving the problems.",47
"It is amazing how bad this is considering that it is marketed as an IBM product. This is not the level of quality people expect when they hear the name IBM! You'd be better off paying 9.99 for a Udemy course than taking this course. It is not in depth at all and does a stunningly poor job at building real understanding and competency. The videos and labs are full of sloppiness and errors... again, not living up to the IBM name. I don't know about y'all, but I'm probably never going to pay money for a coursera course again... not really worth it.",47
"The IBM cloud ""service"" leaves much to be desired. Multiple times I've experienced outages while I was in the middle of lab assignments. It's a paid course where they give you ""free"" credits to do the course work in their cloud ""service."" But the credits are inadequate for the labs and they constantly ask for your credit card to buy more ""service."" While the class is okay I wouldn't recommend it to anyone because of the poor IBM cloud support.",47
"The course content is good. However, the instructions for the final peer graded assignment are unclear. It appears to me that we were graded on our ability to interact with IBM cloud and Watson service not so much python skills also. Although I completed, I would not recommend to other until changes are made. It seems I'm not the only one that is unhappy or who had difficulties, just look at the week 5 discussion forum!",47
" (5 stars):  Course was great!!  but,(0 stars):  Instructions for IBM Watson and how to setup the assignments are outdated/incorrect.  It took me less time to finish the course, and a lot more time just to figure out how to setup Watson based on the instructions (website & course material do not match).  This is something that IBM can greatly improve without a lot of effort, imho.The final assignment was an exercise in Watson, and barely on the course material :-(",47
"This class was supposed to be for beginners and most of the information in the videos was easy to digest, however, the final project had elements and questions that were never covered. Also, there were many, many spelling and context errors in the videos and quizzes. This lead to a tremendous amount of confusion and I am not happy with this course or my grade. Please consider reviewing the lessons and final project to cater this course more to beginners.",47
"Time waster, doesn't go in depth, the total video content is of less then 2 hours. The quizzes and assignments are too easy.I recommend Lynda or youtube(derekbanas/thenewboston/CoreySchafer/telusko) or anything but not this course.Really disappointed.",47
The final project at week 5 needs to be completely revamped.  Poor learning experience...absolutely ridiculous and is creating tremendous frustration amongst all students.,47
Final test needs to be actually tested by instructors. Has a few bugs in it. You would learn more about python reading a book. ,47
"Need detailed explanation for the topics, course need to be rephrased accordingly.",47
"No support from moderators, plenty of typos.",47
"the final assignment was extremely poorly set-up. Instructions were full of gaps, omissions, spelling mistakes. Looked like it was written by a deep-expert who assumed a lot of knowledge that you do not have at this entry level and that was nowhere made explicit. I spend many hours on a number of evenings figuring what was meant. If this lead to constructive learning, I'd be OK with it. But now it was just a long egg-hunt to figure out how I was to post something using idiosyncratic IBM infrastructure which taught me little about Python. Was this course even test driven?",47
"The final assignment was not well explained, was hard to follow and the previous material in class was not intuitive to the task.",47
"I would not recommend this course for someone who is completely new to python or programming in general, even though this is a beginner level course. Not only is the course content riddled with typos, but the text following the videos do not match at times making it hard for someone like me (a complete novice to programming) to understand the flow. There are other courses on python and data science out there that one could start with and get familiarised with the terminology first, and then sign up for this one. Working with Jupyter workspace and IBM Cloud was also not very user friendly. There were constant errors on bucket names and endpoints while running the code, which left me confused on what was happening (I believe this was the case with other users in the course as well, as seen from the discussion threads for Week 5). For instance, the tutorial IBM Object Storage does not clearly state which endpoint to use. For my project I ended up using an endpoint that was created in my credentials inside the JSON object. Due to this my code always gave an error. As it turns out, the correct endpoint to be used was listed elsewhere under IBM Cloud, but this was not clearly explained. I had to check with the course instructors to resolve the issue. I must say that the course instructors were very helpful in answering my questions and clarifying all my doubts promptly. I appreciated that. In conclusion, this course is not for someone who does not have any background on programming. Get some basic experience first before coming to this one. ",47
"I am sorry but this is simply terrible.I thought that Data Camp courses could use some work but after this mess - I am gladly returning to them. Save yourself some money and buy a decent book or watch videos on YouTube.My complaints:1) The final assignment doesn't load - I would probably force myself to finish this whole certificate, but I am not able to load the final assignment. Many other people have the same issue. What the hell is this?2) Videos are very low quality - badly edited PowerPoint presentations read by a robot lady voice. No good examples, no engaging elements.3) Quizzes are a joke - I can bet anyone 5$ that you will be able to pass most of them without watching a single video.4) IBM tools overall - you use Jupyter notebooks here through some IBM site. Terribly complicated to set up, loads a while, and notebooks are not very high quality (compared for example with Data Camp). Why not encourage the user to download some Python IDE on their desktop and write the code by themselves?Lesson learned: choose universities, not companies on Coursera. Not taking further courses in this certificate. Spend this money on a book, do some simple projects and put them on a GitHub account - this will be worth 10x more as this joke of a certificate. (First course is worth taking for sure - enjoyable, high quality)",47
"The course is kinda helpful. But please, stop using peer-review assignment. I always get deducted by some stupid or careless guys for NO SINGLE REASON! When you ask some naive students to grade another, they  never give the full marks even there is no flaw in the assignment, just because they are not sure at all about any thing! Tbh, I'm kinda perfectionist. I tried my best to target 100% on every thing then finally got stuck because of others' stupidity. That made me pissed off about the whole thing that I am working on. :(",47
"Course is poorly organised, even the lines of code input by default in the final assignment have issues running, not to mention that the whole project needs IBM cloud/platform support, something students do not agree to before hand.On forums, you may see the amount of problems and difficulties of this ""course"", none from the IBM team replies.Sorry, I will not be recommending this to anyone.",47
"The instructions for the last assignment are absolute garbage and the last project as a whole is mostly a waste of time when it comes to learning Python and data science. Despite errors and use of depreciated functions, the course was otherwise great but the last project's instructions and overall design is awful enough to undo the rest.",47
Horrible. Forced to use IBM Cloud and IBM Watson for assignments. Typos in instructions and not enough information in Week 5 material. Very poorly organized and i would not recommend this course because of how much time I had to spend trouble-shooting IBM Watson/Cloud which I have no intention on using.,47
The course content is very good until you get to the final peer graded assignment which is very unclear what to do and how to tackle and you're left alone to tackle a ton of errors that are mostly irrelevant to what you're learning ,47
Super fast and the examples don't help for the final lab. The final lab is extremely difficult and there is almost no support or guidance to help you with it. Waste of time. I could have paid for a better python course. ,47
Do not waste you money. There is no even a place to ask question if you are not sure. They create a forum which is totally useless as nobody answers your questions when you stuck! ,47
I have wasted a lot of time in learning how to save and upload the data on ibm platform rather than actually learning python. There should be other methods to submit our work.,47
You take more time trying to get to work the IBM products than actually learning python. This is specially salient in the peer-graded assingment,47
Looks like it was made by an intern.  Unclear instructions and terrible video quality.,47
No way someone without Python experience writes the final assignment code unassisted. ,47
"Basically just an interactive advertisement for IBM's new product. Videos aren't very helpful as they show snippets of code without the context in which they would be applied in an actual program. Labs are okay but they use the aforementioned IBM product, and it honestly isn't that great and it isn't something someone using python to do data science would use in a professional setting. The information given about Pandas and Numpy is embarrassingly lacking so the point where doing the final lab is nearly impossible unless you already know what you're doing or you search for information elsewhere. Not why I pay money for Coursera. Wish I could have my money and time back honestly.  ",47
I'm not sure which parts of the lessons are advertisement and which parts are actual exercises that need to be completed.  You are instructed in each segment (so hundreds of times) to not forget to press Shift-Enter for your instructions to be run which is annoying for something so simple.  Then the lesson throws you into the deep end by telling you to get an account of gethub using gist to save your jupyter thing and you end up completely lost after clicking on too many links.  I might have two accounts of gethub or none--I have no idea.,47
"I had been taken several courses with Coursera but this data science specialization lacks good planning and clear directions to complete. I asked many times the same question. I was stuck in the last assignment of week 5 and requested help but the responses were not adequate, I contacted the teacher assistants and even the instructor and just received an email to contact Coursera services. They just ignored me; I'm not sure how many students they have but several others have the same issue with Week 5. ",47
"The third party tool is completely unreliable and it makes this course dissapointing and frustrating. I wasted too much time trying to make it work, since it was either under maintenance or issuing bad gateway errors.From the discussion boards, I saw that I was not the only one getting this type of errors, so it would be nice if a better tool could be used or maybe provide alternate instructions to use those Jupiter pages in Watson.",47
"Lot's of good content. But the labs are very superficial and they just repeat what shown in the videos. The quizzes are too easy and they do not push you to actually apply what you learned. The final assignment was ridiculous. Just using Pandas to import some data, nothing more, no loops, no if statements, no analysis of the data. Continuing being quite dissatisfied with this certificate.",47
"This course was not well designed. It needs intensive editing and rewriting.The author emphasize the use of IBM cloud products, but the course needs to elaborate in this area if this is the desired target.Not enough explanations were dedicated to the Python language itself. To succeed you must know some Python before you learn the course, or learn during the course from other sources.",47
Bad videos.. Many methods and functions in the lab are not explained in the videosTo complete this course I spent most of my time reading documentations and searching to understand what is said as there is no enough explanation or even resources to read from.(Maybe this method suits you but I didn't like it),47
This course is awful.  The information is pretty basic and really doesn't teach you python at all.  At the end of the course they hand you an assignment with coding that is way over your head and when it error's out you don't know how to solve the issue.  ,47
so many issues with Watson STudio and IBM storage. No help from the instructors or Coursera! wasted so much time on finding solutions . Please go to threads and you would get to know every student was facing the same issue,47
"The exercises were few and mainly required copy-paste instead of understanding. Also, the course was full of ads for IBM. Finally, there were spelling mistakes throughout the text, which is just unprofessional.",47
"Don't take it. No Course Instructors, no help. Not worth the money...Even the Working Platform is always timing out or has a gateway error.",47
Week 5 final project SUCKED .. searching forums for 3 days with a URL that works ubtil it gets to 99% and fails. Really poor ,47
"Too fast paced, not very in-depth. Final project is full of spelling mistakes and not coherent with the course. Terrible.",47
"This course is terrible - multiple typos, no support. Final project makes no sense. A total waste of time and money",47
The final project should have had more guidance and instructions in order to complete in a timely manner.,47
The final assignment is impossible to do due to lack of information. Where is the database? ,47
"Not very good, course materials do not match final project deliverables. ",47
lacks rigor and the assignments were way tooo easy....!! thumbs down!!,47
I just paid money to let IBM market their cloud services to me.,47
the last test to pass course nothing is taught about it ,47
Vague assignments- almost everyone gets stuck.,47
The last assignment is very bad explain ,47
Final Assignment is very confusing ,47
"Hi,I completed entire program and received the Professional Certificate. On the Coursera link of my certificate ""3 weeks of study, 2-3 hours/week average per course"" is written. This information is not correct at all, it takes approximately 3 times of that time on average! I informed Coursera about it but no correction was made. It should be corrected with ""it takes approximately 19 hours study per course"" or ""Approx. 10 months to complete Suggested 4 hours/week for the Professional Certificate"".Here is the approximate duration for each course can be found one by one clicking the webpages of the courses in the professional certificate webpage: (*)Course 1: approximately 9 hours to completeCourse 2: approximately 16 hours to completeCourse 3: approximately 9 hours to completeCourse 4: approximately 22 hours to completeCourse 5: approximately 14 hours to completeCourse 6: approximately 16 hours to completeCourse 7: approximately 16 hours to completeCourse 8: approximately 20 hours to completeCourse 9: approximately 47 hours to completeThis makes in total approximately 169 hours to complete the Professional Certificate. As there are 9 courses, each course takes approximately 19 hours (=169/9) to complete.(*):  https://www.coursera.org/professional-certificates/ibm-data-science?utm_source=gg&utm_medium=sem&campaignid=1876641588&utm_content=10-IBM-Data-Science-US&adgroupid=70740725700&device=c&keyword=ibm%20data%20science%20professional%20certificate%20coursera&matchtype=b&network=g&devicemodel=&adpostion=&creativeid=347453133242&hide_mobile_promo&gclid=Cj0KCQjw0Mb3BRCaARIsAPSNGpWPrZDik6-Ne30To7vg20jGReHOKi4AbvstRfSbFxqA-6ZMrPn1gDAaAiMGEALw_wcB ",47
"Lots of mistakes and imprecisions. In case of technical issues, staff will leave you alone with your problem after one formal and meaningless reply. The staff does not comment more than once on a topic, even if the issue is not resolved. Get ready to work through your problems with the help of a chatbot, that is in a beta development stage.You have to deal with Watson studio in this course. Oh, this is such a pain... I couldn't even create a new project there dew to technical issues. After getting in a dead end with Coursera stuff I tried to use IBM support and that was so fun, just check it out: reply1:""Hello Alexey blah blah blahRegards Raino Soikkeli
IBM Watson Services Support""solution provided not workingreply2:""Hello Alexey ,

My name is Nigel Terry and I on following up on this ticket as my colleague Raino is off-shift at the moment.  exactly the same blah blah blah Please confirm and I will follow up accordingly.

Kind regards,

Nigel ""not working again. no wonder, he gave me the same instructions the first guy did.reply3:  ""Hi Alexey,

Nigel and Raino are not available at this time.   I also work with the IBM Watson Studio Cloud (WSC) team.   I do not have access to your services (LOL, same as previous two guys), but I can list them.    exactly the same blah blah blah""and not working again, to no wonder.I am thrilled to find out how many people work at IBM ",47
"I strongly suggest that you look into other providers for learning python for data science. As has been outlined by other reviewers, this is mostly a bad ad for IBM's Watson and there is little actual instruction for actually using Python.  As a background I'm a EE with a lot of hardware coding experience (Verilog as well as Perl).  I completed a specialization in Python from another provider and this gave me quite a bit of help as those classes were clear, with a good progression.  In addition I've now written a bit of Python for work so I have a good base.  This IBM course has, at best, cursory instruction on using Python, Numpy, and Pandas.  The instructions are not clear, with poor sentence structure, and terrible grammar, making it difficult to follow along.  Further, Watson is a confusing mess with instructions that use a prior UI, making it tough to figure out exactly what needs to be done to set up an environment.  Avoid.  Just avoid.  Go to UMich or JHU.  Anywhere but IBM.  The only thing I *did* get from this class is that I don't want to go into Data Science: living in Jupyter notebooks is miserable.  But then, I would also rather build things than write reports.  Your mileage may vary.",47
"I was very unhappy with this course. While the videos are fairly informative and useful, the course assignments are laughably easy. They barely require any thought and absolutely don't practice or reinforce any of the skills you learn - I'm pretty sure you could complete them with no prior knowledge based on the instructions alone. I learn better from doing things, not just hearing about them.Usually, this was earn a 3 star rating from me, but the final assignment is even worse. The 'dashboard' you create is a single graph, and the rest of the final assignment is hosting the jupyter notebook on the IBM Cloud... except whoever set up the course forgot to actually upload the tutorial to do so. You can figure it out yourself, of course, but I didn't need to pay for a course to read documentation and figure out how it works on my own.",47
"This is the first time I am disappointed with a module in IBM Certification course. The module Python for Data Science is very poorly organized. The trainers are rushing like anything just for the sake of completing it. There are lot of confusions after listening to each and every sentences. Another big problem which I noticed is the lack of quality quiz questions. The questions are way easy that a school student can answer without any difficulty. Now comes the biggest drawback; this particular module Python for Data Science  offers  nothing but a display of IBM products. It has less focus on Data Science, though the course name is Python for Data Science. Sorry to give such a low rating for this course. ",47
"The content is great. Instructors are clearly subject matter experts with a passion for the material. But mostly everything else? Extremely disappointing. Confusing questions asked about information irrelevant to long-term success, labs required neither thought nor creativity, and their r typos all clover the pace. I do not say the following lightly. I learned very little from this course, and what little information I did learn is almost certainly on a thousand random blog posts I could read for free. ""IBM on Coursera"" led me to expect an extremely high level of quality, one I long to see met at a later date. Right now, however, that date seems nowhere in sight. Please rise to the occasion. ",47
"I just want to say one thing: there is nothing, nothing of AI in this course.Just some Python snippets for babies. Are you kidding me ?Sorry, but I am very disappointend. This course is related to data science, you can't put the very basics of Python here, it is like going back, and not  ahead.If Python is necessary, please specify it in the ""Prerequisites"", but stop making fun of the people who simply wants to learn and study sofisticated technologies. ** Artificial Intelligence.... You call ""Artificial Intelligence"" making a dataframe from a file csv ?Are you serious ? ** The worst and fake course I've ever took here in Coursera.F.A.K.E. Course.",47
"You learn some basic python coding skills. The pain point is the peer graded project where you have to sign up for an IBM cloud account and Watson Studio account. They are irrelevant to python skills. The instructions (how to set up the connections, buckets, servers, credentials, keys, etc.) are lacking clarity and have sizable gaps. I spent hours struggling with cloud which did not add value in gaining python skills. I would not recommend this course to people who want to learn python. ",47
"lots of errors, can't believe they want to charge for this.  Requires signing up with IBM Watson for several exercises which I refuse to do  (more than a little advertising going on here).  I'm pursuing my programming objectives by downloading Jupyter Notebook tutorials.  These are more convenient and of higher quality.  After completing the Stanford ML course, this particular tutorial came as a real disappointment.  IBM can do better.",47
"I speak for almost everyone who's taken this course in saying that the final assignment was the absolute worst. It's terrible not because the concept was difficult (it's not at all), but because the assignment instructions were so convoluted that it took me at least two hours to complete even just setup. The assignment itself should not take more than 30 minutes. Please update the instructions for the final assignment. Please.",47
"Pros: Good introduction course, thank you!Cons: Typos after typos (from comments one could see many have complained about it, for a long time now). The instruction screenshots for setting up the cloud don't match the actual page, difficult to follow instructions. Occasionally outdated methods/functions, which have been removed from the latest version of Python. It's just not what you expect of a reputable company such as IBM!",47
"While the course material is ok the final assignment is the most frustrating waste of time ever. Specifically question five which has you, a complete novice at python, attempt to upload your assignment to IBM's cloud service using code that is so complex that after 5 hours i simple gave up and submitted hoping hat someone would just pass me out of pity, Avoid this like the plague and go learn on codecademy.  ",47
"Learn experience is very low. There is a lot useful content about python in the course. Unfortunately its basicly watching a video and later repeating it in the laps without relevant transfer.The worst is the final assignment. It is nothing about producing somethin own. Instead you simply repeat given code. The forum is full of people struggling with it, although they do not need to programm on their own..",47
"Course was taught well.There were a couple times that I was extremely lost without direction.If you look at the discussion, for week 5, everyone has the same question, looking for the location of the data for the final. You really have to dig to find it. Like they could have easily posted where the file/data was. I spent more time looking for that document than I spent doing anything else",47
"Full of typos, mis-transcriptions, looks like it was put together by a summer intern who never bothered to proof-read it before leaving to go back to college but IBM slung it up on Coursera anyway.I was never under any illusion that Coursera had any notion of quality control anyway, but I would have expected IBM to have someone skim through it before selling it.",47
"In a peer-graded assignment, the course is teaching new concepts such as the use of bokeh library, boto3 etc. The course isn't even teaching the basics of the same. I have struggled for like 3 days to solve a couple of questions. Moreover, response time from teaching staff/instructor is too high.Course could have been better.",47
"It is exceptionally poorly designed. Most of the time, the labs and the examples in the videos are the same.  The explanations do not provide the logic behind but superficially talk about its function. I would not be able to learn much if I had stuck to this course as the only source of learning. ",47
This is not a course where they tell you the concepts of the Data Science behind or make you learn Python with multiple assignments. It is more of getting userbase to make use of IBM's cloud.Nothing much taught in this course. I could have better utilized my time learning myself.,47
"Horrible! Title looks great on a resume but content is very disappointing. Videos are text-to-speech, peer review for assignment, no instructions for using Watson project, outdated instructions (when your browser accepts to show you the instructions), a nightmare.",47
"The final assignment has totally incomplete information and I wasted a lot of my time figuring out things like data set, dashboard etc which are the details usually well defined in other courses. Really a bad assignment formation. Needs fixing for sure",47
I was not able to complete the Peer-graded Assignment. The Free Cloud Storage service provided by IBM is pathetic as I was not able to add the storage instance to my project. Tried reaching the team but still couldn't resolve the issue.,47
"All the codes are filled in and you don't get ample opportunity to do them yourself. It's too easy to just skim through this class, and requires little thinking. Further, the videos sometimes rely on deprecated functions. ",47
"Need to review the video contents, too quick, weak method of delivering information.I have went through some courses on Python, they are much better than this one.first time bumped into this mediocre course in Coursera. ",47
"i get error :  ""This item will be unlocked when the session begins.This session has not yet started. You may access this item after the session starts on August 26, ""but today 26/08/2019 , i can't access this course.",47
"The course assignment was very very difficult, I think it would be toughest task for non programming background people to complete this course, it should be less difficult so that new peoples can perform it easily.",47
"An extremely basic overview of Python, and a poorly done one at that. Someone with even a bit of Python knowledge will learn nothing at all. For others there are much better alternatives available online for free!",47
The subjects taught were hastily taught at a very rapid pace. Also the assignment steps weren't clearly mentioned and coupled with the Watson Studio problems this course was definitely the worst till now. ,47
"The labs are broken on this course, going by the forum discussion they have not worked for some time.I would encourage IBM or other sponsor of the course to update/fix it ... or Coursera to remove it.",47
I don't recommend this course.They say it is for beginner's but i am telling u if you are a beginner don't use course era .Your time and money is precious.It is as if a machine is reading .The worst.,47
The instructions are outdated and the instructors do not care to reply. I am stuck on the Week 5 project and there is no solid solution provided to solve the issue. A really pathetic experience here.,47
The worse way to teach programming! Week 5 is horrible! I can't believe and don't believe any positive reviews about this course. I cancelled my subscription after this course. ,47
"The course is artificially extended through content locks, so that students who wish to finish it have to pay at least two months worth of a course you can finish in a weekend.",47
typos and the leaps in logic are dramatic.  the lessons versus the final project are significantly different.  i am not satisfied with this course.,47
Poorly written labs and assignments. I ended up spending more time to make sense out of them and set things up than I spent on learning python.,47
Many of the queries went unanswered and IBM Labs were not working half the time.Regret taking this pain for this course.,47
Awful peer assessment at the end with confusing interface that does not work. Do not waste your time and money with is,47
Getting assistance in the forum for this course was hell. Good basic information executed poorly by mods and staff.,47
Advertising for IBM.. course content does Not prepare you for the peer reviewed assignment.  Expected more. ,47
IBM badge will not be generated even after completion of course...several students are facing this issue.,47
"Instructions are not clear at all! Mostly have to google it, teaching staff are not receptive as well. ",47
I paid for this course. Now you won't let me go and see the next week course in advance? Ridicoulos ,47
Working on Watson studio is so poorly instructed. No one replied on the forum. Utter waste of time. ,47
"Weak content, I didn’t like the robot that reads the lessons.The assignments are the worst part.",47
Horrible. It won't teach you how to code but it will ask you coding questions on the quiz,47
"This was Python for beginners, the exercises couldn't have been missed even by a child",47
Not a good course. I'd scrap it and try something anew more like the chatbot courses.,47
The functions and some other parts are very cumbersome and not explained well.,47
"Videos going too fast and not very good quality. Also, labs have many errors.",47
Very poorly designed and inconsistent course!!!! Wasted time and money!!!,47
"robotic voice. not enough explanations, not enough exercises. ",47
"Seriously, please stop begging us for using your products.",47
Please update the contentSlides are still from 2016/2017,47
Lab environment was down all the time. Useless trash.,47
course is not upto mark and not for real beginners.,47
"Really poor course, and not well explained at all.",47
Got no certificate after completing the course,47
Simple coursework and some labs do  not work. ,47
Looks to hard for me at this current stage. ,47
Very difficult to follow for begineers,47
Read my week 5 forum post.,47
Boring and tasteless.,47
LAB HAVING ISSUES,47
Very very basic,47
Very basic,47
Too easy.,47
"I am surprised that it was a 4-week course. It could have been condensed to 1 slide stating ""Go read a few books and if you're stuck, consult Stackoverflow"". I cannot believe the average score that this course got and I mean that literally: I can't believe those are real numbers.  There are no course materials, except some crappy unformatted transcripts, the speed is ridiculous and didactically it's a disaster. I now feel sorry for given Andrew Ng's course on Machine Learning only 3 stars, compared to this it should have received 7 stars.  PS I have 30 years of experience in teaching data analysis and statistics, both in industry and at university and I have 35 years of programming experience.",53
"It was the worst experience I had in coursera. The video content is too general and has little connection with assignment. The assignments are challenging but poorly organized. Students are encouraged to search and self-learning, which is irresponsible and inefficient. I register the course to learn things systematically and save time! I spent about 8 hours on searching desperately for each assignment. My passion for Python and Data Science almost disappear.  The version of pandas used in this course is 0.19.2, which is not convenient for using some functions. The assignment is not explained after grading. I had no idea about how well my solution is and whether there is a better way to do it. (The forum may be useful, but it took too much time for searching suitable answers) I have learnt Java before and had little experience in Python. Maybe it's the reason for the longer commitment on those assignments. However, as a former teacher, I do suggest some improvements on the pedagogy in this course and take more responsibility for the students. ",53
"Extremely dissatisfied. Lectures are useless and the instructor didn't put any effort into designing a curriculum. After struggling for days on the second assignment I purchased the recommended text for the class. Week 2 effectively starts at chapter 7 in the book. Instructor needs to replace his absurd amount of face time some slides showing the application and logic behind the methods he is trying to use. Jupiter notebook is a tool designed to make the instructors job easier, doesn't help the student at all. I could go on but this course has drained the energy from me. FYI, half the people that complete (or attempt to to complete) this course don't continue on with the specialization. This should speak volumes. ",53
"This is not a course, rather just guidance to use StackOverflow. The trainer Prof. Brooks is highly unlively and plainly reads out/speaks some statements. He teaches only 10%, remaining 90% you need to explore on your own. The Assignments have the most difficult questions and for solving them, students are not even given any getting-started questions, to begin with! If you wish to learn Data Science/Data Analysis then I would not recommend this course since it is not worth the time, effort and money. Also, the title of the course is devaluing the efforts we put it. The entire course is focused towards using Pandas to perform Data Analysis / Data Cleaning / Data Wrangling / Data Munging / Data Preprocessing and thus I would recommend that the title of the course should be one of these rather than ""Introduction ..."" which hardly gives any weight to what hard work this certification demands!In the brief course videos professor makes some hand gestures and the background shows the people working - both has no relevance and rather prove to be a distraction. Above that auto-grader comes with its own lot of problems which consume hours and days of all the candidates. This course is online for more than 2 years now and I doubt if Coursera really takes such feedback seriously and takes any action for improvement!Request Coursera / UM to go through all the reviews:https://www.class-central.com/course/coursera-introduction-to-data-science-in-python-6671",53
"I have decided to drop this course. I have worked very hard on Assignment #3 for the course and can't seem to get back from the grader anything more than ""Your solution file either prints output to the console (e.g. through the print() function, or it fails to run (e.g. throws an error). You must make sure that the py or ipynb file which you submit does not have errors. The output we received from the ipthon interpretor was:""  That's all I seem to get back.   ",53
I'm not sure you should be paying for a course where you have to search the Internet to learn how to do the assignmens. I could be doing that for free! Is the certificate worth it? ,53
"This is a terrible course. The ""instructors"" give quick little lectures, then we're told, for the somewhat complicated (for a beginner) assignments, to look things up on StackOverflow to figure out how to do the assignments. Um, no. I want a class so I don't have to tear my hair out dealing with the internet.The Johns Hopkins Data Science Specialization was fantastic. They actually taught how to use R to do data science. I'd hoped for something similar for Python with this class, but I guess The University of Michigan isn't Johns Hopkins.",53
"I found this course terribly bad and was the worst experience I had in Coursera. The instructor, rushes through few minutes of video explanations and then it is basically a learn everything by yourself by reading the panda documentation. If I wanted to learn things by myself reading the panda documentation, I wouldn't have taken the course! Like someone else mentioned, I registered the course to learn things systematically and save time! The assignments require us to do things in panda which where never explained in the lectures, nor it was explained how to do them efficiently. I managed to do everything through hours of research, but I'm pretty sure there are better, more efficient ways to code the assignments but these are not taught, the assignments provide no feedback and the forum too hard and time consuming to search for those answers! So what I learned was that I could either spend hours and hours cleaning the data store in Excel files in panda or few couple of minutes directly within Excel. Because the course is mainly a do everything yourself, it totally failed to show me the power of panda as a powerful tool for data science.",53
"Very rare I write review. And this is rare course that teaches nothing. The lector explains nothing. ""I encourage you self-learning. Read the documentation. Search google. Ask stackoverflow.com. If you don't know python, take another python course. If you don't know statistics, take another statistics course. I encourage you self-learning even more."" - that is what lector sais to you.

",53
"I would not recommend this course at all.  I cancelled after week 2.  It is framed as an intro to data science but the teacher often packs too much information into each video without taking time to properly explain underlying concepts sufficiently.  The exercises often have issues in datasets that are not linked to current lesson which makes it confusing to follow along and you can spend hours searching forums to find solutions.  In addition, the course does not give sufficient insight in videos to help you with questions.  You have to search stack overflow and other sources to work out answers.  Whilst this is reflective of real life, for an intro course which is how this was framed, it is difficult for someone new to data science to master a concept whilst trying to solve for other non related issues searching the web.",53
"I have been doing some coding in different languages and this is my first time in Python. I would say I am on intermediate level (7 years practice), but this course made me spend a lot of time on learning only a tidy bit. The course fails in the basic educational purpose: Provide theoretical lectures and apply it with practical experience. There was little to none connection between these two aspects. The exercises were also way too difficult vs the lectures. I would never recommend this course.My recommendation: Don't make the student spend too much time googling, and solving problem outside of the curriculum, but provide many easy questions as it is a introductory course. Also, Provide a better overlap of exercises vs lectures.",53
"My take -- assignments for week 3 and 4 leave a bad impression. I am quitting halfway through assignment 4. I won't take another class in this sequence. I have taken ~10 online classes this year and only gave up on 2, including this one.I wasted too much time in weeks 3 and 4 cleaning data. When result dataframes have hundreds of rows it isn't trivial to scroll through them looking for problems. Time wasted on this would have been better spent on pandas. I get that data cleaning is a big part of data science, but this is a class not a job.A few questions tended to be vague on requirements but then very particular on what data is acceptable. The worst is getting a question wrong because the answer has type int64 and the grader wanted int. It doesn't help when the grader just says 'wrong answer' and there are no visible tests. The first question on assignment 4 is a good example of that. I did finish convert_housing_data_to_quarters, but from reading discussion forums that too has a few unstated requirements.There were also a few typos in assignments 3 and 4. Again, if you want my answers to be really accurate then invest some time to make sure your questions aren't ambiguous.This could be a valuable class, but you need to invest more in developing the assignments.",53
The class is mostly problem set focused with no feedback on what makes for good pandas code beyond it getting the correct result. Not a good resource for learning the pandas library. Very little teaching. ,53
